jahr,demographie_szenario,rentenalter_szenario,korridor,beitragssatz,regelaltersgrenze,entlastete_rentner_mio,zusatz_beitragsbasis_mrd_euro,referenzausgaben_adj_mrd_euro,beitragsbasis_adj_mrd_euro,bestandsschutz_zuschuss_mrd_euro,sonstige_einnahmen_mrd_euro,leistbares_budget_mrd_euro,budgetsaldo_vs_referenz_mrd_euro,rentenwert_budgetfaktor,notiz
2027,jung,status_quo_67,ziel_20_prozent,0.200000,67.000,0.000,0.000,431.952,1789.493,99.104,3.356,460.358,28.407,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2027,jung,status_quo_67,stabil_22_prozent,0.220000,67.000,0.000,0.000,431.952,1789.493,99.104,3.356,496.148,64.197,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2027,jung,status_quo_67,obergrenze_24_prozent,0.240000,67.000,0.000,0.000,431.952,1789.493,99.104,3.356,531.938,99.986,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2027,jung,lebenserwartung_gekoppelt_2zu1,ziel_20_prozent,0.200000,67.000,0.000,0.000,431.952,1789.493,99.104,3.356,460.358,28.407,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2027,jung,lebenserwartung_gekoppelt_2zu1,stabil_22_prozent,0.220000,67.000,0.000,0.000,431.952,1789.493,99.104,3.356,496.148,64.197,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2027,jung,lebenserwartung_gekoppelt_2zu1,obergrenze_24_prozent,0.240000,67.000,0.000,0.000,431.952,1789.493,99.104,3.356,531.938,99.986,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2027,jung,daenemarknah,ziel_20_prozent,0.200000,67.000,0.000,0.000,431.952,1789.493,99.104,3.356,460.358,28.407,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2027,jung,daenemarknah,stabil_22_prozent,0.220000,67.000,0.000,0.000,431.952,1789.493,99.104,3.356,496.148,64.197,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2027,jung,daenemarknah,obergrenze_24_prozent,0.240000,67.000,0.000,0.000,431.952,1789.493,99.104,3.356,531.938,99.986,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2028,jung,status_quo_67,ziel_20_prozent,0.200000,67.000,0.000,0.000,450.516,1825.074,103.363,3.440,471.818,21.302,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2028,jung,status_quo_67,stabil_22_prozent,0.220000,67.000,0.000,0.000,450.516,1825.074,103.363,3.440,508.319,57.803,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2028,jung,status_quo_67,obergrenze_24_prozent,0.240000,67.000,0.000,0.000,450.516,1825.074,103.363,3.440,544.820,94.305,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2028,jung,lebenserwartung_gekoppelt_2zu1,ziel_20_prozent,0.200000,67.125,0.126,0.779,447.350,1825.852,103.363,3.440,471.973,24.624,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2028,jung,lebenserwartung_gekoppelt_2zu1,stabil_22_prozent,0.220000,67.125,0.126,0.779,447.350,1825.852,103.363,3.440,508.490,61.141,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2028,jung,lebenserwartung_gekoppelt_2zu1,obergrenze_24_prozent,0.240000,67.125,0.126,0.779,447.350,1825.852,103.363,3.440,545.007,97.658,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2028,jung,daenemarknah,ziel_20_prozent,0.200000,67.333,0.336,2.077,442.072,1827.150,103.363,3.440,472.233,30.161,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2028,jung,daenemarknah,stabil_22_prozent,0.220000,67.333,0.336,2.077,442.072,1827.150,103.363,3.440,508.776,66.704,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2028,jung,daenemarknah,obergrenze_24_prozent,0.240000,67.333,0.336,2.077,442.072,1827.150,103.363,3.440,545.319,103.247,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2029,jung,status_quo_67,ziel_20_prozent,0.200000,67.000,0.000,0.000,469.781,1861.315,107.783,3.526,483.572,13.791,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2029,jung,status_quo_67,stabil_22_prozent,0.220000,67.000,0.000,0.000,469.781,1861.315,107.783,3.526,520.798,51.017,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2029,jung,status_quo_67,obergrenze_24_prozent,0.240000,67.000,0.000,0.000,469.781,1861.315,107.783,3.526,558.024,88.243,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2029,jung,lebenserwartung_gekoppelt_2zu1,ziel_20_prozent,0.200000,67.250,0.256,1.619,463.178,1862.934,107.783,3.526,483.896,20.718,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2029,jung,lebenserwartung_gekoppelt_2zu1,stabil_22_prozent,0.220000,67.250,0.256,1.619,463.178,1862.934,107.783,3.526,521.154,57.977,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2029,jung,lebenserwartung_gekoppelt_2zu1,obergrenze_24_prozent,0.240000,67.250,0.256,1.619,463.178,1862.934,107.783,3.526,558.413,95.235,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2029,jung,daenemarknah,ziel_20_prozent,0.200000,67.667,0.682,4.318,452.172,1865.633,107.783,3.526,484.436,32.264,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2029,jung,daenemarknah,stabil_22_prozent,0.220000,67.667,0.682,4.318,452.172,1865.633,107.783,3.526,521.748,69.576,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2029,jung,daenemarknah,obergrenze_24_prozent,0.240000,67.667,0.682,4.318,452.172,1865.633,107.783,3.526,559.061,106.889,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2030,jung,status_quo_67,ziel_20_prozent,0.200000,67.000,0.000,0.000,489.772,1917.877,97.858,3.614,485.047,-4.725,0.990352,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2030,jung,status_quo_67,stabil_22_prozent,0.220000,67.000,0.000,0.000,489.772,1917.877,97.858,3.614,523.405,33.632,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2030,jung,status_quo_67,obergrenze_24_prozent,0.240000,67.000,0.000,0.000,489.772,1917.877,97.858,3.614,561.762,71.990,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2030,jung,lebenserwartung_gekoppelt_2zu1,ziel_20_prozent,0.200000,67.375,0.389,2.551,479.446,1920.428,97.858,3.614,485.557,6.112,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2030,jung,lebenserwartung_gekoppelt_2zu1,stabil_22_prozent,0.220000,67.375,0.389,2.551,479.446,1920.428,97.858,3.614,523.966,44.520,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2030,jung,lebenserwartung_gekoppelt_2zu1,obergrenze_24_prozent,0.240000,67.375,0.389,2.551,479.446,1920.428,97.858,3.614,562.374,82.929,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2030,jung,daenemarknah,ziel_20_prozent,0.200000,68.000,1.037,6.803,462.234,1924.680,97.858,3.614,486.408,24.173,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2030,jung,daenemarknah,stabil_22_prozent,0.220000,68.000,1.037,6.803,462.234,1924.680,97.858,3.614,524.901,62.667,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2030,jung,daenemarknah,obergrenze_24_prozent,0.240000,68.000,1.037,6.803,462.234,1924.680,97.858,3.614,563.395,101.161,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2031,jung,status_quo_67,ziel_20_prozent,0.200000,67.000,0.000,0.000,510.515,1975.899,93.199,3.704,492.083,-18.431,0.963896,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2031,jung,status_quo_67,stabil_22_prozent,0.220000,67.000,0.000,0.000,510.515,1975.899,93.199,3.704,531.601,21.087,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2031,jung,status_quo_67,obergrenze_24_prozent,0.240000,67.000,0.000,0.000,510.515,1975.899,93.199,3.704,571.119,60.605,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2031,jung,lebenserwartung_gekoppelt_2zu1,ziel_20_prozent,0.200000,67.500,0.526,3.572,496.162,1979.471,93.199,3.704,492.798,-3.365,0.993218,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2031,jung,lebenserwartung_gekoppelt_2zu1,stabil_22_prozent,0.220000,67.500,0.526,3.572,496.162,1979.471,93.199,3.704,532.387,36.224,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2031,jung,lebenserwartung_gekoppelt_2zu1,obergrenze_24_prozent,0.240000,67.500,0.526,3.572,496.162,1979.471,93.199,3.704,571.976,75.814,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2031,jung,daenemarknah,ziel_20_prozent,0.200000,68.200,1.262,8.143,476.069,1984.043,93.199,3.704,493.712,17.642,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2031,jung,daenemarknah,stabil_22_prozent,0.220000,68.200,1.262,8.143,476.069,1984.043,93.199,3.704,533.393,57.323,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2031,jung,daenemarknah,obergrenze_24_prozent,0.240000,68.200,1.262,8.143,476.069,1984.043,93.199,3.704,573.074,97.004,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2032,jung,status_quo_67,ziel_20_prozent,0.200000,67.000,0.000,0.000,532.034,2035.415,88.574,3.797,499.454,-32.581,0.938762,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2032,jung,status_quo_67,stabil_22_prozent,0.220000,67.000,0.000,0.000,532.034,2035.415,88.574,3.797,540.162,8.128,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2032,jung,status_quo_67,obergrenze_24_prozent,0.240000,67.000,0.000,0.000,532.034,2035.415,88.574,3.797,580.871,48.836,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2032,jung,lebenserwartung_gekoppelt_2zu1,ziel_20_prozent,0.200000,67.625,0.666,4.686,513.338,2040.101,88.574,3.797,500.391,-12.947,0.974779,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2032,jung,lebenserwartung_gekoppelt_2zu1,stabil_22_prozent,0.220000,67.625,0.666,4.686,513.338,2040.101,88.574,3.797,541.193,27.855,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2032,jung,lebenserwartung_gekoppelt_2zu1,obergrenze_24_prozent,0.240000,67.625,0.666,4.686,513.338,2040.101,88.574,3.797,581.995,68.657,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2032,jung,daenemarknah,ziel_20_prozent,0.200000,68.400,1.492,9.597,490.154,2045.013,88.574,3.797,501.373,11.219,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2032,jung,daenemarknah,stabil_22_prozent,0.220000,68.400,1.492,9.597,490.154,2045.013,88.574,3.797,542.274,52.119,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2032,jung,daenemarknah,obergrenze_24_prozent,0.240000,68.400,1.492,9.597,490.154,2045.013,88.574,3.797,583.174,93.020,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2033,jung,status_quo_67,ziel_20_prozent,0.200000,67.000,0.000,0.000,554.359,2096.457,83.992,3.892,507.175,-47.184,0.914885,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2033,jung,status_quo_67,stabil_22_prozent,0.220000,67.000,0.000,0.000,554.359,2096.457,83.992,3.892,549.104,-5.255,0.990521,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2033,jung,status_quo_67,obergrenze_24_prozent,0.240000,67.000,0.000,0.000,554.359,2096.457,83.992,3.892,591.033,36.674,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2033,jung,lebenserwartung_gekoppelt_2zu1,ziel_20_prozent,0.200000,67.750,0.810,5.901,530.982,2102.358,83.992,3.892,508.355,-22.627,0.957387,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2033,jung,lebenserwartung_gekoppelt_2zu1,stabil_22_prozent,0.220000,67.750,0.810,5.901,530.982,2102.358,83.992,3.892,550.402,19.420,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2033,jung,lebenserwartung_gekoppelt_2zu1,obergrenze_24_prozent,0.240000,67.750,0.810,5.901,530.982,2102.358,83.992,3.892,592.450,61.468,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2033,jung,daenemarknah,ziel_20_prozent,0.200000,68.600,1.728,11.172,504.488,2107.630,83.992,3.892,509.410,4.922,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2033,jung,daenemarknah,stabil_22_prozent,0.220000,68.600,1.728,11.172,504.488,2107.630,83.992,3.892,551.562,47.074,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2033,jung,daenemarknah,obergrenze_24_prozent,0.240000,68.600,1.728,11.172,504.488,2107.630,83.992,3.892,593.715,89.227,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2034,jung,status_quo_67,ziel_20_prozent,0.200000,67.000,0.000,0.000,577.517,2159.060,79.464,3.989,515.265,-62.252,0.892207,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2034,jung,status_quo_67,stabil_22_prozent,0.220000,67.000,0.000,0.000,577.517,2159.060,79.464,3.989,558.446,-19.071,0.966978,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2034,jung,status_quo_67,obergrenze_24_prozent,0.240000,67.000,0.000,0.000,577.517,2159.060,79.464,3.989,601.627,24.110,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2034,jung,lebenserwartung_gekoppelt_2zu1,ziel_20_prozent,0.200000,67.875,0.958,7.222,549.104,2166.282,79.464,3.989,516.709,-32.395,0.941004,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2034,jung,lebenserwartung_gekoppelt_2zu1,stabil_22_prozent,0.220000,67.875,0.958,7.222,549.104,2166.282,79.464,3.989,560.035,10.931,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2034,jung,lebenserwartung_gekoppelt_2zu1,obergrenze_24_prozent,0.240000,67.875,0.958,7.222,549.104,2166.282,79.464,3.989,603.361,54.256,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2034,jung,daenemarknah,ziel_20_prozent,0.200000,68.800,1.971,12.876,519.068,2171.936,79.464,3.989,517.840,-1.228,0.997635,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2034,jung,daenemarknah,stabil_22_prozent,0.220000,68.800,1.971,12.876,519.068,2171.936,79.464,3.989,561.279,42.211,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2034,jung,daenemarknah,obergrenze_24_prozent,0.240000,68.800,1.971,12.876,519.068,2171.936,79.464,3.989,604.718,85.650,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2035,jung,status_quo_67,ziel_20_prozent,0.200000,67.000,0.000,0.000,601.537,2223.257,75.003,4.089,523.743,-77.794,0.870675,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2035,jung,status_quo_67,stabil_22_prozent,0.220000,67.000,0.000,0.000,601.537,2223.257,75.003,4.089,568.208,-33.329,0.944594,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2035,jung,status_quo_67,obergrenze_24_prozent,0.240000,67.000,0.000,0.000,601.537,2223.257,75.003,4.089,612.674,11.137,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2035,jung,lebenserwartung_gekoppelt_2zu1,ziel_20_prozent,0.200000,68.000,1.109,8.656,567.715,2231.913,75.003,4.089,525.475,-42.240,0.925596,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2035,jung,lebenserwartung_gekoppelt_2zu1,stabil_22_prozent,0.220000,68.000,1.109,8.656,567.715,2231.913,75.003,4.089,570.113,2.398,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2035,jung,lebenserwartung_gekoppelt_2zu1,obergrenze_24_prozent,0.240000,68.000,1.109,8.656,567.715,2231.913,75.003,4.089,614.751,47.036,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2035,jung,daenemarknah,ziel_20_prozent,0.200000,69.000,2.218,14.716,533.892,2237.973,75.003,4.089,526.686,-7.206,0.986503,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2035,jung,daenemarknah,stabil_22_prozent,0.220000,69.000,2.218,14.716,533.892,2237.973,75.003,4.089,571.446,37.553,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2035,jung,daenemarknah,obergrenze_24_prozent,0.240000,69.000,2.218,14.716,533.892,2237.973,75.003,4.089,616.205,82.313,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2036,jung,status_quo_67,ziel_20_prozent,0.200000,67.000,0.000,0.000,626.449,2269.456,70.625,4.191,528.707,-97.743,0.843974,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2036,jung,status_quo_67,stabil_22_prozent,0.220000,67.000,0.000,0.000,626.449,2269.456,70.625,4.191,574.096,-52.353,0.916428,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2036,jung,status_quo_67,obergrenze_24_prozent,0.240000,67.000,0.000,0.000,626.449,2269.456,70.625,4.191,619.485,-6.964,0.988883,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2036,jung,lebenserwartung_gekoppelt_2zu1,ziel_20_prozent,0.200000,68.100,1.236,9.628,587.704,2279.085,70.625,4.191,530.632,-57.072,0.902890,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2036,jung,lebenserwartung_gekoppelt_2zu1,stabil_22_prozent,0.220000,68.100,1.236,9.628,587.704,2279.085,70.625,4.191,576.214,-11.490,0.980449,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2036,jung,lebenserwartung_gekoppelt_2zu1,obergrenze_24_prozent,0.240000,68.100,1.236,9.628,587.704,2279.085,70.625,4.191,621.796,34.092,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2036,jung,daenemarknah,ziel_20_prozent,0.200000,69.200,2.472,16.197,548.959,2285.654,70.625,4.191,531.946,-17.013,0.969009,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2036,jung,daenemarknah,stabil_22_prozent,0.220000,69.200,2.472,16.197,548.959,2285.654,70.625,4.191,577.659,28.700,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2036,jung,daenemarknah,obergrenze_24_prozent,0.240000,69.200,2.472,16.197,548.959,2285.654,70.625,4.191,623.372,74.413,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2037,jung,status_quo_67,ziel_20_prozent,0.200000,67.000,0.000,0.000,652.285,2316.550,66.341,4.296,533.947,-118.338,0.818579,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2037,jung,status_quo_67,stabil_22_prozent,0.220000,67.000,0.000,0.000,652.285,2316.550,66.341,4.296,580.278,-72.007,0.889608,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2037,jung,status_quo_67,obergrenze_24_prozent,0.240000,67.000,0.000,0.000,652.285,2316.550,66.341,4.296,626.609,-25.676,0.960636,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2037,jung,lebenserwartung_gekoppelt_2zu1,ziel_20_prozent,0.200000,68.200,1.366,10.662,608.274,2327.212,66.341,4.296,536.079,-72.195,0.881311,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2037,jung,lebenserwartung_gekoppelt_2zu1,stabil_22_prozent,0.220000,68.200,1.366,10.662,608.274,2327.212,66.341,4.296,582.623,-25.651,0.957830,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
2037,jung,lebenserwartung_gekoppelt_2zu1,obergrenze_24_prozent,0.240000,68.200,1.366,10.662,608.274,2327.212,66.341,4.296,629.168,20.893,1.000000,"Formel: Rentenwertfaktor = min(1, (Beitragsbasis x Korridor + Bestandsschutz + sonstige Einnahmen) / Referenzausgaben)."
