jahr,demographie_szenario,rentenalter_szenario,regelaltersgrenze,alter,synthetische_kohorte_mio,nicht_in_rente_anteil,nicht_in_rente_mio,erwerbsquote,effektive_beitragszahler_mio,zusatz_beitragsbasis_mrd_euro
2027,jung,status_quo_67,67.000,67,0.993,0.000,0.000,0.200,0.000,0.000
2027,jung,status_quo_67,67.000,68,0.993,0.000,0.000,0.140,0.000,0.000
2027,jung,status_quo_67,67.000,69,0.993,0.000,0.000,0.100,0.000,0.000
2027,jung,status_quo_67,67.000,70,0.993,0.000,0.000,0.070,0.000,0.000
2027,jung,status_quo_67,67.000,71,0.993,0.000,0.000,0.050,0.000,0.000
2027,jung,status_quo_67,67.000,72,0.993,0.000,0.000,0.040,0.000,0.000
2027,jung,lebenserwartung_gekoppelt_2zu1,67.000,67,0.993,0.000,0.000,0.200,0.000,0.000
2027,jung,lebenserwartung_gekoppelt_2zu1,67.000,68,0.993,0.000,0.000,0.140,0.000,0.000
2027,jung,lebenserwartung_gekoppelt_2zu1,67.000,69,0.993,0.000,0.000,0.100,0.000,0.000
2027,jung,lebenserwartung_gekoppelt_2zu1,67.000,70,0.993,0.000,0.000,0.070,0.000,0.000
2027,jung,lebenserwartung_gekoppelt_2zu1,67.000,71,0.993,0.000,0.000,0.050,0.000,0.000
2027,jung,lebenserwartung_gekoppelt_2zu1,67.000,72,0.993,0.000,0.000,0.040,0.000,0.000
2027,jung,daenemarknah,67.000,67,0.993,0.000,0.000,0.200,0.000,0.000
2027,jung,daenemarknah,67.000,68,0.993,0.000,0.000,0.140,0.000,0.000
2027,jung,daenemarknah,67.000,69,0.993,0.000,0.000,0.100,0.000,0.000
2027,jung,daenemarknah,67.000,70,0.993,0.000,0.000,0.070,0.000,0.000
2027,jung,daenemarknah,67.000,71,0.993,0.000,0.000,0.050,0.000,0.000
2027,jung,daenemarknah,67.000,72,0.993,0.000,0.000,0.040,0.000,0.000
2028,jung,status_quo_67,67.000,67,1.008,0.000,0.000,0.200,0.000,0.000
2028,jung,status_quo_67,67.000,68,1.008,0.000,0.000,0.140,0.000,0.000
2028,jung,status_quo_67,67.000,69,1.008,0.000,0.000,0.100,0.000,0.000
2028,jung,status_quo_67,67.000,70,1.008,0.000,0.000,0.070,0.000,0.000
2028,jung,status_quo_67,67.000,71,1.008,0.000,0.000,0.050,0.000,0.000
2028,jung,status_quo_67,67.000,72,1.008,0.000,0.000,0.040,0.000,0.000
2028,jung,lebenserwartung_gekoppelt_2zu1,67.125,67,1.008,0.125,0.126,0.200,0.021,0.785
2028,jung,lebenserwartung_gekoppelt_2zu1,67.125,68,1.008,0.000,0.000,0.140,0.000,0.000
2028,jung,lebenserwartung_gekoppelt_2zu1,67.125,69,1.008,0.000,0.000,0.100,0.000,0.000
2028,jung,lebenserwartung_gekoppelt_2zu1,67.125,70,1.008,0.000,0.000,0.070,0.000,0.000
2028,jung,lebenserwartung_gekoppelt_2zu1,67.125,71,1.008,0.000,0.000,0.050,0.000,0.000
2028,jung,lebenserwartung_gekoppelt_2zu1,67.125,72,1.008,0.000,0.000,0.040,0.000,0.000
2028,jung,daenemarknah,67.333,67,1.008,0.333,0.336,0.200,0.057,2.093
2028,jung,daenemarknah,67.333,68,1.008,0.000,0.000,0.140,0.000,0.000
2028,jung,daenemarknah,67.333,69,1.008,0.000,0.000,0.100,0.000,0.000
2028,jung,daenemarknah,67.333,70,1.008,0.000,0.000,0.070,0.000,0.000
2028,jung,daenemarknah,67.333,71,1.008,0.000,0.000,0.050,0.000,0.000
2028,jung,daenemarknah,67.333,72,1.008,0.000,0.000,0.040,0.000,0.000
2029,jung,status_quo_67,67.000,67,1.022,0.000,0.000,0.200,0.000,0.000
2029,jung,status_quo_67,67.000,68,1.022,0.000,0.000,0.140,0.000,0.000
2029,jung,status_quo_67,67.000,69,1.022,0.000,0.000,0.100,0.000,0.000
2029,jung,status_quo_67,67.000,70,1.022,0.000,0.000,0.070,0.000,0.000
2029,jung,status_quo_67,67.000,71,1.022,0.000,0.000,0.050,0.000,0.000
2029,jung,status_quo_67,67.000,72,1.022,0.000,0.000,0.040,0.000,0.000
2029,jung,lebenserwartung_gekoppelt_2zu1,67.250,67,1.022,0.250,0.256,0.200,0.043,1.645
2029,jung,lebenserwartung_gekoppelt_2zu1,67.250,68,1.022,0.000,0.000,0.140,0.000,0.000
2029,jung,lebenserwartung_gekoppelt_2zu1,67.250,69,1.022,0.000,0.000,0.100,0.000,0.000
2029,jung,lebenserwartung_gekoppelt_2zu1,67.250,70,1.022,0.000,0.000,0.070,0.000,0.000
2029,jung,lebenserwartung_gekoppelt_2zu1,67.250,71,1.022,0.000,0.000,0.050,0.000,0.000
2029,jung,lebenserwartung_gekoppelt_2zu1,67.250,72,1.022,0.000,0.000,0.040,0.000,0.000
2029,jung,daenemarknah,67.667,67,1.022,0.667,0.682,0.200,0.116,4.387
2029,jung,daenemarknah,67.667,68,1.022,0.000,0.000,0.140,0.000,0.000
2029,jung,daenemarknah,67.667,69,1.022,0.000,0.000,0.100,0.000,0.000
2029,jung,daenemarknah,67.667,70,1.022,0.000,0.000,0.070,0.000,0.000
2029,jung,daenemarknah,67.667,71,1.022,0.000,0.000,0.050,0.000,0.000
2029,jung,daenemarknah,67.667,72,1.022,0.000,0.000,0.040,0.000,0.000
2030,jung,status_quo_67,67.000,67,1.037,0.000,0.000,0.200,0.000,0.000
2030,jung,status_quo_67,67.000,68,1.037,0.000,0.000,0.140,0.000,0.000
2030,jung,status_quo_67,67.000,69,1.037,0.000,0.000,0.100,0.000,0.000
2030,jung,status_quo_67,67.000,70,1.037,0.000,0.000,0.070,0.000,0.000
2030,jung,status_quo_67,67.000,71,1.037,0.000,0.000,0.050,0.000,0.000
2030,jung,status_quo_67,67.000,72,1.037,0.000,0.000,0.040,0.000,0.000
2030,jung,lebenserwartung_gekoppelt_2zu1,67.375,67,1.037,0.375,0.389,0.200,0.066,2.585
2030,jung,lebenserwartung_gekoppelt_2zu1,67.375,68,1.037,0.000,0.000,0.140,0.000,0.000
2030,jung,lebenserwartung_gekoppelt_2zu1,67.375,69,1.037,0.000,0.000,0.100,0.000,0.000
2030,jung,lebenserwartung_gekoppelt_2zu1,67.375,70,1.037,0.000,0.000,0.070,0.000,0.000
2030,jung,lebenserwartung_gekoppelt_2zu1,67.375,71,1.037,0.000,0.000,0.050,0.000,0.000
2030,jung,lebenserwartung_gekoppelt_2zu1,67.375,72,1.037,0.000,0.000,0.040,0.000,0.000
2030,jung,daenemarknah,68.000,67,1.037,1.000,1.037,0.200,0.176,6.894
2030,jung,daenemarknah,68.000,68,1.037,0.000,0.000,0.140,0.000,0.000
2030,jung,daenemarknah,68.000,69,1.037,0.000,0.000,0.100,0.000,0.000
2030,jung,daenemarknah,68.000,70,1.037,0.000,0.000,0.070,0.000,0.000
2030,jung,daenemarknah,68.000,71,1.037,0.000,0.000,0.050,0.000,0.000
2030,jung,daenemarknah,68.000,72,1.037,0.000,0.000,0.040,0.000,0.000
2031,jung,status_quo_67,67.000,67,1.051,0.000,0.000,0.200,0.000,0.000
2031,jung,status_quo_67,67.000,68,1.051,0.000,0.000,0.140,0.000,0.000
2031,jung,status_quo_67,67.000,69,1.051,0.000,0.000,0.100,0.000,0.000
2031,jung,status_quo_67,67.000,70,1.051,0.000,0.000,0.070,0.000,0.000
2031,jung,status_quo_67,67.000,71,1.051,0.000,0.000,0.050,0.000,0.000
2031,jung,status_quo_67,67.000,72,1.051,0.000,0.000,0.040,0.000,0.000
2031,jung,lebenserwartung_gekoppelt_2zu1,67.500,67,1.051,0.500,0.526,0.200,0.089,3.610
2031,jung,lebenserwartung_gekoppelt_2zu1,67.500,68,1.051,0.000,0.000,0.140,0.000,0.000
2031,jung,lebenserwartung_gekoppelt_2zu1,67.500,69,1.051,0.000,0.000,0.100,0.000,0.000
2031,jung,lebenserwartung_gekoppelt_2zu1,67.500,70,1.051,0.000,0.000,0.070,0.000,0.000
2031,jung,lebenserwartung_gekoppelt_2zu1,67.500,71,1.051,0.000,0.000,0.050,0.000,0.000
2031,jung,lebenserwartung_gekoppelt_2zu1,67.500,72,1.051,0.000,0.000,0.040,0.000,0.000
2031,jung,daenemarknah,68.200,67,1.051,1.000,1.051,0.200,0.179,7.220
2031,jung,daenemarknah,68.200,68,1.051,0.200,0.210,0.140,0.025,1.011
2031,jung,daenemarknah,68.200,69,1.051,0.000,0.000,0.100,0.000,0.000
2031,jung,daenemarknah,68.200,70,1.051,0.000,0.000,0.070,0.000,0.000
2031,jung,daenemarknah,68.200,71,1.051,0.000,0.000,0.050,0.000,0.000
2031,jung,daenemarknah,68.200,72,1.051,0.000,0.000,0.040,0.000,0.000
2032,jung,status_quo_67,67.000,67,1.066,0.000,0.000,0.200,0.000,0.000
2032,jung,status_quo_67,67.000,68,1.066,0.000,0.000,0.140,0.000,0.000
2032,jung,status_quo_67,67.000,69,1.066,0.000,0.000,0.100,0.000,0.000
2032,jung,status_quo_67,67.000,70,1.066,0.000,0.000,0.070,0.000,0.000
2032,jung,status_quo_67,67.000,71,1.066,0.000,0.000,0.050,0.000,0.000
2032,jung,status_quo_67,67.000,72,1.066,0.000,0.000,0.040,0.000,0.000
2032,jung,lebenserwartung_gekoppelt_2zu1,67.625,67,1.066,0.625,0.666,0.200,0.113,4.725
2032,jung,lebenserwartung_gekoppelt_2zu1,67.625,68,1.066,0.000,0.000,0.140,0.000,0.000
2032,jung,lebenserwartung_gekoppelt_2zu1,67.625,69,1.066,0.000,0.000,0.100,0.000,0.000
2032,jung,lebenserwartung_gekoppelt_2zu1,67.625,70,1.066,0.000,0.000,0.070,0.000,0.000
2032,jung,lebenserwartung_gekoppelt_2zu1,67.625,71,1.066,0.000,0.000,0.050,0.000,0.000
2032,jung,lebenserwartung_gekoppelt_2zu1,67.625,72,1.066,0.000,0.000,0.040,0.000,0.000
2032,jung,daenemarknah,68.400,67,1.066,1.000,1.066,0.200,0.181,7.560
2032,jung,daenemarknah,68.400,68,1.066,0.400,0.426,0.140,0.051,2.117
2032,jung,daenemarknah,68.400,69,1.066,0.000,0.000,0.100,0.000,0.000
2032,jung,daenemarknah,68.400,70,1.066,0.000,0.000,0.070,0.000,0.000
2032,jung,daenemarknah,68.400,71,1.066,0.000,0.000,0.050,0.000,0.000
2032,jung,daenemarknah,68.400,72,1.066,0.000,0.000,0.040,0.000,0.000
2033,jung,status_quo_67,67.000,67,1.080,0.000,0.000,0.200,0.000,0.000
2033,jung,status_quo_67,67.000,68,1.080,0.000,0.000,0.140,0.000,0.000
2033,jung,status_quo_67,67.000,69,1.080,0.000,0.000,0.100,0.000,0.000
2033,jung,status_quo_67,67.000,70,1.080,0.000,0.000,0.070,0.000,0.000
2033,jung,status_quo_67,67.000,71,1.080,0.000,0.000,0.050,0.000,0.000
2033,jung,status_quo_67,67.000,72,1.080,0.000,0.000,0.040,0.000,0.000
2033,jung,lebenserwartung_gekoppelt_2zu1,67.750,67,1.080,0.750,0.810,0.200,0.138,5.936
2033,jung,lebenserwartung_gekoppelt_2zu1,67.750,68,1.080,0.000,0.000,0.140,0.000,0.000
2033,jung,lebenserwartung_gekoppelt_2zu1,67.750,69,1.080,0.000,0.000,0.100,0.000,0.000
2033,jung,lebenserwartung_gekoppelt_2zu1,67.750,70,1.080,0.000,0.000,0.070,0.000,0.000
2033,jung,lebenserwartung_gekoppelt_2zu1,67.750,71,1.080,0.000,0.000,0.050,0.000,0.000
2033,jung,lebenserwartung_gekoppelt_2zu1,67.750,72,1.080,0.000,0.000,0.040,0.000,0.000
2033,jung,daenemarknah,68.600,67,1.080,1.000,1.080,0.200,0.184,7.914
2033,jung,daenemarknah,68.600,68,1.080,0.600,0.648,0.140,0.077,3.324
2033,jung,daenemarknah,68.600,69,1.080,0.000,0.000,0.100,0.000,0.000
2033,jung,daenemarknah,68.600,70,1.080,0.000,0.000,0.070,0.000,0.000
2033,jung,daenemarknah,68.600,71,1.080,0.000,0.000,0.050,0.000,0.000
2033,jung,daenemarknah,68.600,72,1.080,0.000,0.000,0.040,0.000,0.000
2034,jung,status_quo_67,67.000,67,1.095,0.000,0.000,0.200,0.000,0.000
2034,jung,status_quo_67,67.000,68,1.095,0.000,0.000,0.140,0.000,0.000
2034,jung,status_quo_67,67.000,69,1.095,0.000,0.000,0.100,0.000,0.000
2034,jung,status_quo_67,67.000,70,1.095,0.000,0.000,0.070,0.000,0.000
2034,jung,status_quo_67,67.000,71,1.095,0.000,0.000,0.050,0.000,0.000
2034,jung,status_quo_67,67.000,72,1.095,0.000,0.000,0.040,0.000,0.000
2034,jung,lebenserwartung_gekoppelt_2zu1,67.875,67,1.095,0.875,0.958,0.200,0.163,7.248
2034,jung,lebenserwartung_gekoppelt_2zu1,67.875,68,1.095,0.000,0.000,0.140,0.000,0.000
2034,jung,lebenserwartung_gekoppelt_2zu1,67.875,69,1.095,0.000,0.000,0.100,0.000,0.000
2034,jung,lebenserwartung_gekoppelt_2zu1,67.875,70,1.095,0.000,0.000,0.070,0.000,0.000
2034,jung,lebenserwartung_gekoppelt_2zu1,67.875,71,1.095,0.000,0.000,0.050,0.000,0.000
2034,jung,lebenserwartung_gekoppelt_2zu1,67.875,72,1.095,0.000,0.000,0.040,0.000,0.000
2034,jung,daenemarknah,68.800,67,1.095,1.000,1.095,0.200,0.186,8.283
2034,jung,daenemarknah,68.800,68,1.095,0.800,0.876,0.140,0.104,4.639
2034,jung,daenemarknah,68.800,69,1.095,0.000,0.000,0.100,0.000,0.000
2034,jung,daenemarknah,68.800,70,1.095,0.000,0.000,0.070,0.000,0.000
2034,jung,daenemarknah,68.800,71,1.095,0.000,0.000,0.050,0.000,0.000
2034,jung,daenemarknah,68.800,72,1.095,0.000,0.000,0.040,0.000,0.000
2035,jung,status_quo_67,67.000,67,1.109,0.000,0.000,0.200,0.000,0.000
2035,jung,status_quo_67,67.000,68,1.109,0.000,0.000,0.140,0.000,0.000
2035,jung,status_quo_67,67.000,69,1.109,0.000,0.000,0.100,0.000,0.000
2035,jung,status_quo_67,67.000,70,1.109,0.000,0.000,0.070,0.000,0.000
2035,jung,status_quo_67,67.000,71,1.109,0.000,0.000,0.050,0.000,0.000
2035,jung,status_quo_67,67.000,72,1.109,0.000,0.000,0.040,0.000,0.000
2035,jung,lebenserwartung_gekoppelt_2zu1,68.000,67,1.109,1.000,1.109,0.200,0.189,8.667
2035,jung,lebenserwartung_gekoppelt_2zu1,68.000,68,1.109,0.000,0.000,0.140,0.000,0.000
2035,jung,lebenserwartung_gekoppelt_2zu1,68.000,69,1.109,0.000,0.000,0.100,0.000,0.000
2035,jung,lebenserwartung_gekoppelt_2zu1,68.000,70,1.109,0.000,0.000,0.070,0.000,0.000
2035,jung,lebenserwartung_gekoppelt_2zu1,68.000,71,1.109,0.000,0.000,0.050,0.000,0.000
2035,jung,lebenserwartung_gekoppelt_2zu1,68.000,72,1.109,0.000,0.000,0.040,0.000,0.000
2035,jung,daenemarknah,69.000,67,1.109,1.000,1.109,0.200,0.189,8.667
2035,jung,daenemarknah,69.000,68,1.109,1.000,1.109,0.140,0.132,6.067
2035,jung,daenemarknah,69.000,69,1.109,0.000,0.000,0.100,0.000,0.000
2035,jung,daenemarknah,69.000,70,1.109,0.000,0.000,0.070,0.000,0.000
2035,jung,daenemarknah,69.000,71,1.109,0.000,0.000,0.050,0.000,0.000
2035,jung,daenemarknah,69.000,72,1.109,0.000,0.000,0.040,0.000,0.000
2036,jung,status_quo_67,67.000,67,1.124,0.000,0.000,0.200,0.000,0.000
2036,jung,status_quo_67,67.000,68,1.124,0.000,0.000,0.140,0.000,0.000
2036,jung,status_quo_67,67.000,69,1.124,0.000,0.000,0.100,0.000,0.000
2036,jung,status_quo_67,67.000,70,1.124,0.000,0.000,0.070,0.000,0.000
2036,jung,status_quo_67,67.000,71,1.124,0.000,0.000,0.050,0.000,0.000
2036,jung,status_quo_67,67.000,72,1.124,0.000,0.000,0.040,0.000,0.000
2036,jung,lebenserwartung_gekoppelt_2zu1,68.100,67,1.124,1.000,1.124,0.200,0.191,9.008
2036,jung,lebenserwartung_gekoppelt_2zu1,68.100,68,1.124,0.100,0.112,0.140,0.013,0.631
2036,jung,lebenserwartung_gekoppelt_2zu1,68.100,69,1.124,0.000,0.000,0.100,0.000,0.000
2036,jung,lebenserwartung_gekoppelt_2zu1,68.100,70,1.124,0.000,0.000,0.070,0.000,0.000
2036,jung,lebenserwartung_gekoppelt_2zu1,68.100,71,1.124,0.000,0.000,0.050,0.000,0.000
2036,jung,lebenserwartung_gekoppelt_2zu1,68.100,72,1.124,0.000,0.000,0.040,0.000,0.000
2036,jung,daenemarknah,69.200,67,1.124,1.000,1.124,0.200,0.191,9.008
2036,jung,daenemarknah,69.200,68,1.124,1.000,1.124,0.140,0.134,6.306
2036,jung,daenemarknah,69.200,69,1.124,0.200,0.225,0.100,0.019,0.901
2036,jung,daenemarknah,69.200,70,1.124,0.000,0.000,0.070,0.000,0.000
2036,jung,daenemarknah,69.200,71,1.124,0.000,0.000,0.050,0.000,0.000
2036,jung,daenemarknah,69.200,72,1.124,0.000,0.000,0.040,0.000,0.000
2037,jung,status_quo_67,67.000,67,1.138,0.000,0.000,0.200,0.000,0.000
2037,jung,status_quo_67,67.000,68,1.138,0.000,0.000,0.140,0.000,0.000
2037,jung,status_quo_67,67.000,69,1.138,0.000,0.000,0.100,0.000,0.000
2037,jung,status_quo_67,67.000,70,1.138,0.000,0.000,0.070,0.000,0.000
2037,jung,status_quo_67,67.000,71,1.138,0.000,0.000,0.050,0.000,0.000
2037,jung,status_quo_67,67.000,72,1.138,0.000,0.000,0.040,0.000,0.000
2037,jung,lebenserwartung_gekoppelt_2zu1,68.200,67,1.138,1.000,1.138,0.200,0.193,9.361
2037,jung,lebenserwartung_gekoppelt_2zu1,68.200,68,1.138,0.200,0.228,0.140,0.027,1.311
2037,jung,lebenserwartung_gekoppelt_2zu1,68.200,69,1.138,0.000,0.000,0.100,0.000,0.000
2037,jung,lebenserwartung_gekoppelt_2zu1,68.200,70,1.138,0.000,0.000,0.070,0.000,0.000
2037,jung,lebenserwartung_gekoppelt_2zu1,68.200,71,1.138,0.000,0.000,0.050,0.000,0.000
2037,jung,lebenserwartung_gekoppelt_2zu1,68.200,72,1.138,0.000,0.000,0.040,0.000,0.000
2037,jung,daenemarknah,69.400,67,1.138,1.000,1.138,0.200,0.193,9.361
2037,jung,daenemarknah,69.400,68,1.138,1.000,1.138,0.140,0.135,6.553
2037,jung,daenemarknah,69.400,69,1.138,0.400,0.455,0.100,0.039,1.872
2037,jung,daenemarknah,69.400,70,1.138,0.000,0.000,0.070,0.000,0.000
2037,jung,daenemarknah,69.400,71,1.138,0.000,0.000,0.050,0.000,0.000
2037,jung,daenemarknah,69.400,72,1.138,0.000,0.000,0.040,0.000,0.000
2038,jung,status_quo_67,67.000,67,1.153,0.000,0.000,0.200,0.000,0.000
2038,jung,status_quo_67,67.000,68,1.153,0.000,0.000,0.140,0.000,0.000
2038,jung,status_quo_67,67.000,69,1.153,0.000,0.000,0.100,0.000,0.000
2038,jung,status_quo_67,67.000,70,1.153,0.000,0.000,0.070,0.000,0.000
2038,jung,status_quo_67,67.000,71,1.153,0.000,0.000,0.050,0.000,0.000
2038,jung,status_quo_67,67.000,72,1.153,0.000,0.000,0.040,0.000,0.000
2038,jung,lebenserwartung_gekoppelt_2zu1,68.300,67,1.153,1.000,1.153,0.200,0.196,9.727
2038,jung,lebenserwartung_gekoppelt_2zu1,68.300,68,1.153,0.300,0.346,0.140,0.041,2.043
2038,jung,lebenserwartung_gekoppelt_2zu1,68.300,69,1.153,0.000,0.000,0.100,0.000,0.000
2038,jung,lebenserwartung_gekoppelt_2zu1,68.300,70,1.153,0.000,0.000,0.070,0.000,0.000
2038,jung,lebenserwartung_gekoppelt_2zu1,68.300,71,1.153,0.000,0.000,0.050,0.000,0.000
2038,jung,lebenserwartung_gekoppelt_2zu1,68.300,72,1.153,0.000,0.000,0.040,0.000,0.000
2038,jung,daenemarknah,69.600,67,1.153,1.000,1.153,0.200,0.196,9.727
2038,jung,daenemarknah,69.600,68,1.153,1.000,1.153,0.140,0.137,6.809
2038,jung,daenemarknah,69.600,69,1.153,0.600,0.692,0.100,0.059,2.918
2038,jung,daenemarknah,69.600,70,1.153,0.000,0.000,0.070,0.000,0.000
2038,jung,daenemarknah,69.600,71,1.153,0.000,0.000,0.050,0.000,0.000
2038,jung,daenemarknah,69.600,72,1.153,0.000,0.000,0.040,0.000,0.000
2039,jung,status_quo_67,67.000,67,1.152,0.000,0.000,0.200,0.000,0.000
2039,jung,status_quo_67,67.000,68,1.152,0.000,0.000,0.140,0.000,0.000
2039,jung,status_quo_67,67.000,69,1.152,0.000,0.000,0.100,0.000,0.000
2039,jung,status_quo_67,67.000,70,1.152,0.000,0.000,0.070,0.000,0.000
2039,jung,status_quo_67,67.000,71,1.152,0.000,0.000,0.050,0.000,0.000
2039,jung,status_quo_67,67.000,72,1.152,0.000,0.000,0.040,0.000,0.000
2039,jung,lebenserwartung_gekoppelt_2zu1,68.400,67,1.152,1.000,1.152,0.200,0.196,9.974
2039,jung,lebenserwartung_gekoppelt_2zu1,68.400,68,1.152,0.400,0.461,0.140,0.055,2.793
2039,jung,lebenserwartung_gekoppelt_2zu1,68.400,69,1.152,0.000,0.000,0.100,0.000,0.000
2039,jung,lebenserwartung_gekoppelt_2zu1,68.400,70,1.152,0.000,0.000,0.070,0.000,0.000
2039,jung,lebenserwartung_gekoppelt_2zu1,68.400,71,1.152,0.000,0.000,0.050,0.000,0.000
2039,jung,lebenserwartung_gekoppelt_2zu1,68.400,72,1.152,0.000,0.000,0.040,0.000,0.000
2039,jung,daenemarknah,69.800,67,1.152,1.000,1.152,0.200,0.196,9.974
2039,jung,daenemarknah,69.800,68,1.152,1.000,1.152,0.140,0.137,6.981
2039,jung,daenemarknah,69.800,69,1.152,0.800,0.922,0.100,0.078,3.989
2039,jung,daenemarknah,69.800,70,1.152,0.000,0.000,0.070,0.000,0.000
2039,jung,daenemarknah,69.800,71,1.152,0.000,0.000,0.050,0.000,0.000
2039,jung,daenemarknah,69.800,72,1.152,0.000,0.000,0.040,0.000,0.000
2040,jung,status_quo_67,67.000,67,1.151,0.000,0.000,0.200,0.000,0.000
2040,jung,status_quo_67,67.000,68,1.151,0.000,0.000,0.140,0.000,0.000
2040,jung,status_quo_67,67.000,69,1.151,0.000,0.000,0.100,0.000,0.000
2040,jung,status_quo_67,67.000,70,1.151,0.000,0.000,0.070,0.000,0.000
2040,jung,status_quo_67,67.000,71,1.151,0.000,0.000,0.050,0.000,0.000
2040,jung,status_quo_67,67.000,72,1.151,0.000,0.000,0.040,0.000,0.000
2040,jung,lebenserwartung_gekoppelt_2zu1,68.500,67,1.151,1.000,1.151,0.200,0.196,10.226
2040,jung,lebenserwartung_gekoppelt_2zu1,68.500,68,1.151,0.500,0.576,0.140,0.068,3.579
2040,jung,lebenserwartung_gekoppelt_2zu1,68.500,69,1.151,0.000,0.000,0.100,0.000,0.000
2040,jung,lebenserwartung_gekoppelt_2zu1,68.500,70,1.151,0.000,0.000,0.070,0.000,0.000
2040,jung,lebenserwartung_gekoppelt_2zu1,68.500,71,1.151,0.000,0.000,0.050,0.000,0.000
2040,jung,lebenserwartung_gekoppelt_2zu1,68.500,72,1.151,0.000,0.000,0.040,0.000,0.000
2040,jung,daenemarknah,70.000,67,1.151,1.000,1.151,0.200,0.196,10.226
2040,jung,daenemarknah,70.000,68,1.151,1.000,1.151,0.140,0.137,7.159
2040,jung,daenemarknah,70.000,69,1.151,1.000,1.151,0.100,0.098,5.113
2040,jung,daenemarknah,70.000,70,1.151,0.000,0.000,0.070,0.000,0.000
2040,jung,daenemarknah,70.000,71,1.151,0.000,0.000,0.050,0.000,0.000
2040,jung,daenemarknah,70.000,72,1.151,0.000,0.000,0.040,0.000,0.000
2041,jung,status_quo_67,67.000,67,1.151,0.000,0.000,0.200,0.000,0.000
2041,jung,status_quo_67,67.000,68,1.151,0.000,0.000,0.140,0.000,0.000
2041,jung,status_quo_67,67.000,69,1.151,0.000,0.000,0.100,0.000,0.000
2041,jung,status_quo_67,67.000,70,1.151,0.000,0.000,0.070,0.000,0.000
2041,jung,status_quo_67,67.000,71,1.151,0.000,0.000,0.050,0.000,0.000
2041,jung,status_quo_67,67.000,72,1.151,0.000,0.000,0.040,0.000,0.000
2041,jung,lebenserwartung_gekoppelt_2zu1,68.600,67,1.151,1.000,1.151,0.200,0.196,10.486
2041,jung,lebenserwartung_gekoppelt_2zu1,68.600,68,1.151,0.600,0.690,0.140,0.082,4.404
2041,jung,lebenserwartung_gekoppelt_2zu1,68.600,69,1.151,0.000,0.000,0.100,0.000,0.000
2041,jung,lebenserwartung_gekoppelt_2zu1,68.600,70,1.151,0.000,0.000,0.070,0.000,0.000
2041,jung,lebenserwartung_gekoppelt_2zu1,68.600,71,1.151,0.000,0.000,0.050,0.000,0.000
2041,jung,lebenserwartung_gekoppelt_2zu1,68.600,72,1.151,0.000,0.000,0.040,0.000,0.000
2041,jung,daenemarknah,70.067,67,1.151,1.000,1.151,0.200,0.196,10.486
2041,jung,daenemarknah,70.067,68,1.151,1.000,1.151,0.140,0.137,7.340
2041,jung,daenemarknah,70.067,69,1.151,1.000,1.151,0.100,0.098,5.243
2041,jung,daenemarknah,70.067,70,1.151,0.067,0.077,0.070,0.005,0.245
2041,jung,daenemarknah,70.067,71,1.151,0.000,0.000,0.050,0.000,0.000
2041,jung,daenemarknah,70.067,72,1.151,0.000,0.000,0.040,0.000,0.000
2042,jung,status_quo_67,67.000,67,1.150,0.000,0.000,0.200,0.000,0.000
2042,jung,status_quo_67,67.000,68,1.150,0.000,0.000,0.140,0.000,0.000
2042,jung,status_quo_67,67.000,69,1.150,0.000,0.000,0.100,0.000,0.000
2042,jung,status_quo_67,67.000,70,1.150,0.000,0.000,0.070,0.000,0.000
2042,jung,status_quo_67,67.000,71,1.150,0.000,0.000,0.050,0.000,0.000
2042,jung,status_quo_67,67.000,72,1.150,0.000,0.000,0.040,0.000,0.000
2042,jung,lebenserwartung_gekoppelt_2zu1,68.700,67,1.150,1.000,1.150,0.200,0.195,10.752
2042,jung,lebenserwartung_gekoppelt_2zu1,68.700,68,1.150,0.700,0.805,0.140,0.096,5.268
2042,jung,lebenserwartung_gekoppelt_2zu1,68.700,69,1.150,0.000,0.000,0.100,0.000,0.000
2042,jung,lebenserwartung_gekoppelt_2zu1,68.700,70,1.150,0.000,0.000,0.070,0.000,0.000
2042,jung,lebenserwartung_gekoppelt_2zu1,68.700,71,1.150,0.000,0.000,0.050,0.000,0.000
2042,jung,lebenserwartung_gekoppelt_2zu1,68.700,72,1.150,0.000,0.000,0.040,0.000,0.000
2042,jung,daenemarknah,70.133,67,1.150,1.000,1.150,0.200,0.195,10.752
2042,jung,daenemarknah,70.133,68,1.150,1.000,1.150,0.140,0.137,7.526
2042,jung,daenemarknah,70.133,69,1.150,1.000,1.150,0.100,0.098,5.376
2042,jung,daenemarknah,70.133,70,1.150,0.133,0.153,0.070,0.009,0.502
2042,jung,daenemarknah,70.133,71,1.150,0.000,0.000,0.050,0.000,0.000
2042,jung,daenemarknah,70.133,72,1.150,0.000,0.000,0.040,0.000,0.000
2043,jung,status_quo_67,67.000,67,1.149,0.000,0.000,0.200,0.000,0.000
2043,jung,status_quo_67,67.000,68,1.149,0.000,0.000,0.140,0.000,0.000
2043,jung,status_quo_67,67.000,69,1.149,0.000,0.000,0.100,0.000,0.000
2043,jung,status_quo_67,67.000,70,1.149,0.000,0.000,0.070,0.000,0.000
2043,jung,status_quo_67,67.000,71,1.149,0.000,0.000,0.050,0.000,0.000
